model,seed,instance,nnodes,nlps,nlpiterations,nnodelps,ndivinglps,nsbs,b_cutoffs,b_domreds,stime,gap,status,mem_used,mem_total,branching_time,walltime,proctime,cpu_user_time,cpu_system_time
relpscost,0,instance_1.lp,5,67,3618,37,30,125,1,37,3.320000,0.000000,optimal,39.085805,56.867208,1.320000,3.587785,3.559077,3.320000,0.230000
